label,comment
0,THAT is a disaster
1,Comey was a sleazy crook Oh Imran Awan has asked for immunity to testify against Debbie Wasserman Schultz
1,You re giving that idiot way too much credit
0,Actually they do pay they pay school taxes What the administrators do with the money is another thing
0,we need to say all Canadians rights in Canada include all Canadians
1,Typical lib comment You have to make a dopey political statement on the back of people s misery Head back to your room in the basement and play some videos
0,The gratuitous Right of Centre think tank is really uncalled for and frankly cheapens the reporting Are the facts correct Are rates among the highest in North America Are Manufacturing jobs declining while increasing in other jurisdictions Report the facts Do some investigation not simply regurgitate someone else s press release with a drive by slap down added on I remember when newspapers did actual reporting and journalism
0,My comment even says Saudi is the exception Women drive dress and shop as they please everywhere else They may not wear bikinis while shopping at one of the 50 000 malls they have in the Middle East but neither do people at Eaton Centre And then there s Tom acting like the refugees are bound to us and should dress how we want them to because of our generosity Never thought there were so many Canadians that don t understand what freedom is I should hold a class
0,Trump s overall approval rating has dropped to 36 percent from 42 percent in April That s a difference of 6 percent Even a drop of 3 4 percent would be statistically significant over such a short period of time
1,Glenn why are you such a fool Grow up
1,Trump takes liberty with facts but no more than many other politicians The difference is that Trump s liberties oppose the normal politically correct viewpoints of the media and many with power Thus he is called a liar
0,If something has a pervasive need to be coded some person will code a program to do it
0,Tom SMACKS down Chuckie Boy https www youtube com watch v OSX5axPEEus
1,A sad pathetic comment about a brave man
1,Oh you mean directly opposed to the teachings of the sexist male hierarchy of the church who blatantly and sinfully discriminate against women Catholics most certainly do support a women s right to bodily autonomy and reproductive choice I am a proud member of Catholics for Choice All of you self righteous busybodies should mind your own business
0,What the Romans Greeks Norse Hindus Aztecs Maori Druids Incas etc got it all wrong but the Christians hit the bulls eye Well stated
0,well the oil and fishing industry must buy supplies and equipment to support the out of state workers as well as those they employ in state supplies and equipment can have a sales tax associated with it money for the state from those industries not just from the individuals but from the firms that hire them
0,Dr Ulissey Please be sure to tell your readers or listeners that Inflammatory Breast Cancer IBC usually does not have a lump is not picked up by mammograms and is stage IIIB at diagnosis And IBC is more than 1 of breast cancers as the many IBC specific clinics around the United States can attest Please share the details of IBC Thank you
0,Apparently he and others are incapable of being civil What is interesting is that they blame the civil group and even though they were booted they come back with the same or even worse uncivil attitude Interesting that you asked about the person being booted but some far right winger flags you for being uncivil in what was absolutely a civil question
0,Love how this liberal slanted rag is quick to downplay Trump s part in this increase which is double than average during Obama s time but equally quick to exalt Obama s one time 250 payout
0,They don t have to look far http nypost com 2016 07 02 loretta lynch falls under the clintons corrupting influence or http nypost com 2016 07 04 huma abedin admits that clinton burned daily schedules
0,Maybe you ll come up with a worthwhile comment Odds are against it though
0,Maybe he meant to say whining
0,Make no mistake suggesting a merit based assessment system for potential US immigrants is not the same as condoning Jughead s philosophies
0,Social media is a communications disease
0,So you think our founding fathers were rebelling against God I thought it was King George
0,If he s such a lightweight it doesn t reflect well on Harper
0,WOO HOO President with lowest approval rating in 50 years It even dropped further hours before he was coronated Now it s only 37 percent approval to 54 percent disapproval Let s keep this trend going folks
0,You don t know anything about Plains Indians
1,This is like Bush saying no new taxes and giving the middle class a tax increase but they are going to do that cut services and give billionairs a tax cut The conspiracy nuts are such easy marks the GOP played them like the fools they are
0,So as long as the lobbyist is respected it s ok to personally materially benefit from organizations and individuals that receive hand outs from the taxpayer under his personal control It is amazing how out of touch liberals are with reality
0,In what way is the original Pirates trilogy narratively complete The first movie barely made sense and there is no one alive who can remember the plot from the second or third installments Also the uncessary darkness didn t being in the fourth one the third one opens with the hanging of a child if you ll recall The Pirates sequels are so bad they make the decently fun original look worse in retrospect
1,Stupid is as stupid does Not standing during the Anthem not letting small fringe nazi groups protest taking down monuments that remind not glorify us of our past shooting cops etc When does it end
0,You need a prescription for an epi pen If you want to point fingers remember that Obama made a deal with Big Pharma to gain their support for Obamacare They agreed to support the legislation and spend 150 million on advertising that In exchange Obama agreed to let them maintain and raise their price structures Thanks to the illegal prosecution of Ted Stevens Mark Begich was the deciding vote
1,they could beg blacks to police the violent black community
0,Trump had a huge impact on Vietnam Haven t you ever heard of Agent Orange
0,Great ANOTHER lifetime D hack Go get a REAL job and buy your own health insurance
1,Common ground Dumb and Dumber
0,What is 6 and 1
1,If Rohrabacher isn t saying something truly stupid then he s not speaking at all Of course he s being opposed by very big players it s not that he s speaking out of his pants And those pesky intelligence agencies having an opinion that disagrees with HIS opinion means that they re all wrong Does he have ANY idea what kind of an idiot he sounds like
1,Racist Misogynist Xenophobe Homophobe Colonialist Neo con Check your privilege Black lives matter Yeah lucky for us only the alt right sinks to name calling and yelling to shut down any civil exchange of ideas
1,Your not all stupid Quite
1,You can t even read the column yet you have an opinion This is the kind of dim witted arrogant behavior that Trump displays Everything that comes out of his mouth by passes his brain
0,Weak Minded
1,Your a loathsome entity that we all can t wait to forget U asshole
0,You have a better chance with the police if you catch the thieves on video if at all Otherwise I know some families with Big dogs that seem to work People have no shame these days
0,Do you go to Grinrod and steal your hubcaps of that building too
0,Well according to Citigroup Global Markets Canada along the with US and the UK is a plutonomy where economic growth is powered by and largely consumed by the wealthy few and the rest
0,They ll want to burn all the books next why stop at statues If you re going to rewrite history might as well do it properly Looking forward to all the statues of Napolean being taken down outside France because of all the raping and pillaging he did across Europe certainly no statues of Queen Victoria in India and Canada for what happened to the local inhabitants under their regimes
1,Trump actually said They re sending us rapists and criminals but some of them are good That s the whole statement He also said many times that he has no connections to David Duke It doesn t matter what the idiot Duke says
1,you aren t a Dem if you voted for that useless piece of human trash period NEXT
0,Why don t the defense attorneys take the first review
0,If that was true it was also true 40 years ago when enrollments were reversed The fundamental nature of boys has not changed Every explanation that is thrown up to try and explain this reversal in enrollments runs afoul of that same fact Boys haven t changed it isn t something intrinsic to boys The system has changed though a lot and boys have suffered for it
0,Sentience and Self awareness are what make us human Which medical body or science book uses this metric as an operational definition of human Again a 2 month old is not self aware Nope a stomach cell is not totipotent but we are at conception to form among other things stomach cells Did you honestly not cover this in bio 101 Word soup LOL you mean science terms Yeah they are like SO inconvenient right Lol
0,How much does one want to bet that this murderess gets less time in prison than a man who is convicted of inappropriate touching of a child
0,You really do have a problem with the idea of change that you need to get over Hillary lost Trump won whether we like it or not it is what our system produced so lets try to find ways work with it and find solutions to the problems rather than being the problem Otherwise I believe at our current pace we will become nothing better than a strife ridden nation of warring tribes in the future Probably Republican tribes at that as the Democrats gave up their guns
1,wow spelling thats it typical of the lunatic left when they have no actual argument or facts to make on the subject but you keep it up bud while we watch justin go down in flames in 19
0,Actually my well with pump was over 7000 septic over 6000 and power to my driveway over 7000 and I paid all of this out of my pocket Wavemaker you need to get out of mommy s basement more
1,Start with a stupid premise Israeli Occupation of Palestine End with a stupid conclusion The problem is Caterpillars Yeah that s it Oh and knives kill people
1,Have another drink Sid but stay away from me as I can t stand the revolting stench of toxic alcohol body odor
1,Are you stupid they offered him 4 years 80 million Do you count with your fingers
0,President Donald Trump could turn off the flow of money to this state at any time he wants to THERE IS NO LAW THE SAY HE HIS TO GIVE MONEY TO THIS STATE
0,Dean I wonder how much people in the Netherlands pay for epinepherine auto injectors I do know they regulate the price of drugs there A couple of years ago back when epipens only cost about 400 in the U S I read an article by a journalist who went to Canada to check out the price there The pharmacist was very apologetic that he was forced to charge them 94 dollars and felt like he was gouging them because if they had been covered by Canadian health care it would cost them much less
0,Why reward the media for this presidential campaign they ve turned into a reality show with the only concern about ratings They ve done a good job at keeping it a close but devise race Instead of rewarding them here s who I m supporting https www johnsonweld com debate
0,Correction we welcome diversity and difference opinion as long as those opinions are not utterly ludicrous To take an extreme example if you are of the opinion that the Earth is disc shaped like a coin rather than nearly spherical all I can do is shake my head and laugh Such an opinion is deserving of exactly zero respect and will get it
0,Welcome to socialism next communism
0,Too bad local politicians don t see local crime and murders a bigger armed unstable threat to our bubble economy society rather than the phantom of a con x full of armed jihadists getting airlifted into town square
0,Neither of the two major parties have an desire to change the electoral college Both of them know how to game that system This year that means they only have to fight it out in 11 of the 50 states It s much easier to game just eleven states
1,OMG will these assaults on our homes never cease We have to vote these Democrats out of office or be taxed out of our homes They are already adding on a state property tax Hogs at the trough
0,Right or wrong Ms Khan as many before her is using the student body for the wrong purposes She has chosen to become a career activist and is doing so in a very unbecoming fashion To be so young and so sure of oneself is never a good recipe for either future success or personal happiness As a student at Dalhousie she can not have suffered so much in this country There are others who are not as fortunate people with much longer historic ties to this land A little less hate and venom would serve her causes better
0,The second example reminds me of a male friend of mine who broke up a relationship after a few weeks The woman smashed his rear windshield with a hammer
1,ya like clinton and his appeesment bs that backfired and nk got the nuke anyway right wow are you ignorant of reality
0,So you can move to any country you choose without a visa and if you somehow get a job there they have to give you citizenship File this under invisible laws of the progressive world
0,Fox News compared actual confirmation questions and answers with this obsession by the Dems that Russians interfered in the election to elect Trump that gave birth to this propaganda that Session Lied and Perjured himself under oath
0,Printed defamation is libel and it must be untrue Of course anyone can sue but a suit based on this editorial would probably be dismissed straight away with costs awarded to the Post
0,As usual gary misses the point which is GIVING Liberals like to GIVE other peoples money and rat hole their own Every church congregation is needy in need of spiritual guidance forgiveness and hope gary obviously is above all that and that s why he s blind to it
0,Tory has become a patrician version of David Miller His mayoralty demonstrates why he never became Premier
1,Another pregnant refugee surprise surprise Irresponsible and greedy Glad they ain t my direct problem except for the welfare and social benefits that I am subsidizing while my wait times increase Stop printing these foolish artcles All it does is infuriate hard working honest tax payers
0,I for one am pleased to see these tax loopholes closed I work at a law firm and know that the majority of partners many of whom earn high 6 figure or 7 figure incomes annually have created corporations so they can take advantage of all these tax loopholes income splitting etc I see how the rich get richer while the rest of us pay our share time to end this inequity
0,He is a liberal HERO He already looks like Obama
0,Why does he have to be certain about anything Innocent until proven guilty applies to the government and court proceedings It doesn t apply to a newspaper comment section People can think and assume whatever they want I think he did it I m not saying I think he s guilty because nobody will know this until he pleads out or the jury renders its verdict
0,By removing Mr Comey Mr Trump has opened himself up to charges that he is seeking to impede the inquiry Charges coming from those who hope the naive will buy into their narrative Does anyone think Comey s firing will end the investigation much less Trump
0,Just another Liberal Cabinet minister cheating on the truth Its becoming the norm now as the truth is becoming very painful just 2 5 years to get rid of the most unethical and incompetent GOVT in Canadian History
1,Initiative 28 is going to be an economy killer that everyone but our ever expanding pool of public employees will pay for That much is obvious Are there enough PE s to get it passed They certainly have the funding to string along enough useful idiots to make it plausible
1,As long as he s not crazy I can live with immature racist egotistical arrogant There are 535 similar individuals in the halls of Congress
0,Truth is stranger than fiction Liberals defending free trade perhaps the trade balances will balance themselves
1,Yes it was based on THEIR lies of their understanding of the Gospels They used GOD and twisted HIS words to justify their colonalism as today for no taxes and political clout But that same Bible tells us of consequences of abusing any of HIS words and commandments Nasty stuff ahead for these organized religious liars
0,Lots of naysayers here many of whom I think would sing a different tune after a laptop explodes in a plane from Europe right before it lands at an American airport A credible threat cannot be ignored despite the inconvenience it may cause to passengers
0,that survey has nothing to do with electoral reform did it 3 times but can t figure out what the point of the survey is
0,More money for rail
1,Wrong and wrong again I don t waste my time here with self interest That s no fun I look at these debates as an attempt to bring up basic principles such as the superiority of the free market over socialist endeavors Example the current cash dividend is taxed by the feds at an estimated 150 million year or 10 15 percent of the total dividend amount That is so stupid The dividend also is a contributor to our balloon economy and disrupts stable free market forces
0,Anyone who has made it to a 100 meter final in the Olympics or world championships has used If you are russian chinese cuban and any other commie country you ve used 79 of all gold medal winners have knowingly tried illegal supplements They work that s why No doping no medalling Simple
1,Also known as the racist p ssy grabbin liar
1,Dumbest Comment of the Day has already been awarded Try again tomorrow at an earlier hour
1,don t need to redeploy him folks this fop still stays on as an MP so it picks up a fat salary and perks for that anyway Message from the utterly compromised and corruption riddled cANCer is You can bliksem women on camera and still earn a salary at the com rat club
0,It is actually fairly cheap to leave as of now RRSPs Locked in RRSP LIRA can be cashed out at a very favourable rate After 2 years you can cash out a LIRA if you leave at 15 25 tax The same for RRIF RRSPs you pay between 15 25 tax depending on where you move No tax on home sale or TFSA withdrawals 1 2 tax on open investment portfolio gains This is happening now
0,This is nonsense Rather than talk about ways the US has maintained a pacific missile test range on Kauai to deter such events as a rouge projectile encroaching upon our tiny atolls the death destruction sensationalism to sell newspapers takes over with a doomsday scenario scaring the bee Jesus out of Hawaii islanders This is an opportunity for the insurance companies to begin selling nuclear bomb devastation insurance but only to survivors
0,In case you don t actually use this bit of road which i think may be the case you might be interested to know that at least part of the route separates the moving cars from the moving bikes with a parking lane in between Not without its own issues but better for many cyclists than duking it out in traffic
0,I think she s referring to the airports highways and bridges that were built with 95 federal tax dollars both here and the lower 49 Plus local schools paid for with local property taxes
1,Just as you getting all your grease monkey friends to star your comment doesn t make you right Why would the kid who openly admires totalitarian regimes and yesteryear s dictators want to giveaway stable Canadian refining jobs for a few measly temporary pipeline jobs anyways
0,Attorney General Chin are you looking reading or hearing or do you even care Witnesses said the attacker was yelling Allahu Akbar Arabic for God is great The attacker is 29 year old Sayfullo Saipov Uzbekistan who came to the U S legally in 2010
1,Get fucked asshole
0,We ll be hit with both taxes and user fees And the CIB will pave the way to privatize the profits and socialize losses
1,Alex Jones is alt right He is a delusional paranoid
0,Oh good grief It s an assumption supported by the fact that you still don t understand my point despite my having explained it three times You re taking that sentence completely out of context I also said should which is conditional not definitive Go back and read it again from the start and see it for what it is a direct response to the original poster s comment about It s not hate to question Liberal policies on refugees It is not hate to question aspects of religion Get a grip man
1,Chris we get it you represent the vocal minority 29 of Canadians who sympathize with convicted terrorists and murderers who fought against Canada and our Allies with the Taliban Get over yourself the overwhelming majority of Canadians are embarrassed by this decision Khadr is traitor and is owed nothing
1,Which was the most helpful piece about this article When she explained why Islam is misogynistic for forcing women to cover themselves or that it treats women as property or was it when she explained while it condones throwing gays off buildings as punishment Do tell which was most useful to you
0,your all one big family all related through the Heavenly Spirit you just gained another Son you were lost but now your found you were blind but now you see celebrate dance eat love
0,Victimitis Your URLS led to the following Natural No Makeup Makeup Tutorial for Men Cute Kitten Plays in Doll House Meringue Recipe Easy Just 2 Ingredients Recipes by Warren Nash Real Men Crochet I hope Victimitis you made it out of remedial school because from your rebuttal it appears you probably didn t
0,Sorry but you are wrong 1 Because no assault rifle automatic was used and 2 Because there is no constitutional way to accomplish what you want short of amending the constitution
0,Yes I agree We live in Ocean Park Crescent Beach area and sales are still happening quite regularly not crazy like before but just normally A tear down in Crescent beach on a 6000 sq ft lot just sold for 1 250 000 Values seem to be holding here And there is a lot of infill building going on tearing down old and building new and renovating existing homes We are still much more reasonably priced out here as compared to Vancouver you get so much more for your money
1,She just needs to slap herself
0,It s the same procedure similar to the way the DOE handle the scandal at blind and deaf school
0,Who where
0,RR If you were lucky enough to go to concert to hear Paul Beatles Wings I have to wonder about how you answer some of comments Paul was is a toker and he managed to out last a lot of people who slammed him because of it Anything can be abused and bad for you Food sweets cigs booze sex all can become an addiction to many I believe in addictive personalities those that can not control their behavior on any count It didn t change my love of his music because he toked on a joint blunt pipe cigar or his thumb
1,Gonna be bottom feeders for awhile terrible quarterbacks and crappy o line Back to cellar they go
0,It s not appropriate for a judge to make political statements in a courtroom Trump s influence oozes across borders so that s a Canadian political statement as much as it is USan He should be sanctioned and re instructed on how to behave
1,The losers are out in force today Never mind the monstrous contributions to the country these people love Trudeau giving them money future generations will have to pay Failing banks like those in America during the great depression don t concern them because they don t have anything in there to lose The same people that whine about a 2 service charge will run out and spend hundreds at their drug dealers That is considered priorities today
0,Yes and my new neighbour from China via Toronto has spent 4 months out of the last year in her house now it has sat empty looking very much like the homes in W Vancouver that I have seen over the years and this is in little old Burlington The disease is here and moving quickly to the border In this case I welcome Mr Trump
1,Hey online name stealing troll you still here Everyone be aware that this person isn t J Frank Parnell just some pond scum that managed to slither on here and steal his online identity
0,We have no dogs rentals However if a tenant gets a doctor s approval for a companion dog as essentially prescribed care we allow the dog To do otherwise would be flirting with disaster Gary Crum
1,Not having a colossal moron in charge during a crisis is one of the reasons why I thought it might be a good idea to not elect Trump
0,https youtu be rMmiLWDpCno The comments here are clear proof that he s right
1,lol youll eat that trollish statement soon enough The NDP is hated everywhere in Alberta and you know it
1,People are horrible
1,another set of innocents lost to yet one more coward with a gun
0,These receivers are getting paid good money to catch the football and they drop more than they catch I still can t understand why they try to return every kickoff from the end zone It never works Down it and take the ball at the 25 yard line
0,Oh you mean Burke Because the view that really should matter to the conservatives is that of the Pope Isn t that what they all prated about when JPII and BXVI were sitting in Peters chair Yeah Pope Francis is really soft on calling out heretics
1,folkner nothing like making ignorant racist comments like yours and you claim others are easily misled that s laughable http www richspath com
0,The homeless number would be a lot higher if we could track people who are sleeping on the floors and couches of friends and relatives That category includes several of my full time working coworkers We re starting to see access to health care as a right and not a privilege I hope we eventually get there with housing too
0,And yet no train on the horizon for the north Boulder Longmont area despite broken promises and lots of money It is way time for that area to withhold any more money to subsidize the Denver area
0,I literally posted a link defining the price of homes and demand as elastic I fully understand that you you ve never seen the word elastic before but I ll dumb it down If people are only willing to buy a 3 hotdog but the price or pork increases so hotdog vendor increase their price to 4 than no one buys hotdogs and the vendor actually loses all profits You see how that works Fascinating I know
0,Like yours pretending to be an MP
0,Did you try an office that is not the listed Juneau number Anchorage or similar I left a message on the first try
0,Even with one more trooper western Alaska has problems that will end up decimating their population within 20 years Be glad that Haines is basically a civil and first world place that can operate without a trooper and rest assured that the one trooper can t even begin to fix what is wrong in out there in western Alaska and most of those villages will be ghost towns in the not too distant future
0,So if I were to create an identical art piece with the only difference being that I substitute the word white with the word black the courts would need to come to the same finding
1,Then let s put the gay men on an island and lesbian women on another and after 100 years see if anyone is left if it is a natural lifestyle
0,As does the divisiveness on the part of Conservatives to pigeonhole everyone into a subclass
0,Maybe a deal can be struck He pays all his back taxes as soon as the Donald releases all his tax returns I bet you the Donald has avoided a lot more taxes than this guy
0,How beautifully rational The only problem with the appeal of this article is the prevalent human weakness of susceptibility to terror Some don t want to fly regardless of the statistics that demonstrate it is much safer than driving because of the protective measures in place Convincing people not to have unbalanced responses to terror attacks is harder But the article is rock solid
1,So the city is going to permanently restrict the traffic flow on Oak Street for an event that happens one day a week on a Saturday no less and for only a few months out of the year to protect people from their own stupidity for walking out in front of traffic in the middle of the block Sounds about right for the city Absurd
1,Stop whining crybaby I know he never came down to the Leeward side but if he did we would ve bought him poke from Tamura s And screwed you how You lucky you live in that rich neighborhood I d trade you my homestead for your Kailua digs any time go cry me a river waaahwaaah
0,Geez and you want us to believe that it s only the Rep s who s for the Rich to get Richer What a fine Political Liberal Democrat of an example of the Rich keeping it riches we got here theDonald wanted to tax your millions of dollars Estate and you want NO part of it sigh where s your fight for sharing the Riches wealth smh
0,Big hat no cattle Cute But the saying is actually he s all hat and no cattle And yes that difference in phrasing makes a difference in meaning
1,Poor Chong He is the chicken little of the leadership race running in circles crying carbon tax while he is simultaneously laughed at and booed off the stage He is too foolish to be embarrassed by his idiocy I am embarrassed for him
1,Mr Trump is a bufoon
1,and the cult of climate alarmist here think canada is great to do real damage to our economy while no one else does can you say stupid any better
1,nope the ignorant delusional hate from canada against trump is truly sickening
0,Wow a refreshing view from obviously and educated non red neck non F150 driver Do you actually live there
0,How about everyone stop being so sensitive and realize that the world isn t all puppy dogs and rainbows
0,Middle East Catch 22 Option 1 Support repressive monarchies continuing and abetting the conditions that lead to religious extremism Option 2 Support a switch to a populist democratic system when that populism is largely the same religious extremism that ages of oppression has led to
1,I do not usually do this but in this case I cannot let it pass That was a fairly stupid comment
0,A definition of racism might shed light on your argument so might then stop confusing culture ethnicity prejudice bias etc Rwanda for example wasnt about race quotation marks are deliberate btw
0,In my carpool to Broomfield we ride the US36 lanes every day lots of folks still try to game the lanes by ducking in and out between the cameras and sensors bad accident yesterday WB in the AM on 36 which was likely a double line crosser I m always super alert as I go 70MPH past nearly stopped traffic in the regular lanes more than once had to do a near panic stop or swerve around in the median to avoid a lane crosser Don t cross the double white lines folks
0,Gorak is very qualified and deserves to be seated on the State PUC
0,You exist therefore you are That s good enough for most of us
0,But what to do then with the resulting obesity epidemic resulting from nachos binging Have you thought of that And what about the shortages and rationing of Doritos What about that
0,There is a Recall Walker campaign underway find it on Facebook
0,Um this approach is illegal in most or all provinces it is discrimination on the basis of a prohibited ground I myself hire 10 staff and have had to deal with many mat leaves that were disruptive to the business However I recognize that there are larger benefits to us as a society for allowing these maternity leaves and fully support them
0,What is funny is how some people when confronted with a narrative that doesn t fit their view of the world scream fake news It s the new security blanket I am right and nothing will change my mind Of course any of the stats listed can be verified with a quick internet search They are not CBC stats Much easier to bleat fake news however
1,Are you 17 years old Go write fairy tales rather Your knowledge of history is poor at best It s black people that control the NPA and police now that kill black people just like in the 70 s and 80 s
0,What transformative technology exactly The Uber of electricity
1,i know that i am a 100 SC veteran from the American War on Vietnam simply said you are a moron what have you done for our country beside be rude to disabled veterans
1,Why can t Trump evolve Because he is a man child A petulant petty egomaniacal know nothing with temperament issues bent on his way or the highway and lacking a shred of empathy and most other human traits That s my guess anyway
0,This race must be stopped now How can anyone associated with Iditarod possibly defend the price that is being paid to indulge human arrogance
0,Labour relations aren t the problem The rise in precarious labour may only be curbed by government addressing the real problems runaway immigration and temporary foreign workers an education establishment that is long outdated grossly excessive taxation everywhere at all levels and disincentives to business particularly those allowing startups to grow all the way to fully established firms most cash out
0,To John H But that resentment has NO place in the heart of a Christian Period I would suggest that these women who have so much resentment in their hearts because of what they perceive to be some injustice aimed at themselves to take a long hard look into their own souls and hearts and ask God to reveal some more light to them
1,Paul you are a traitor to the truth The Media is so corruptly spinning every thing nowadays stating anything else you would be a hypocritical fool Wish to back state Paul Not surprising whom you work for nowadays its way to easy to ride both sides of the fence Better be careful you might slip and bust your balls
1,We need leaders who have balls we dont have any most are self serving
0,I can t believe the Regidter Guard would print a story like this when they have no info on it The truck very well may have been ok to pull that trailer It s irresponsible for them to print and possible damage a good local business just because some sue happy people with an ambulance chasing lawyer working only for his cut of a settlement file a lawsuit This story suggests the salesman lied and there s no proof that he did Shame on the R G for such a national Enquirer type of article
0,Riddle me this though Stone Given that we re not all completely cognitively challenged why must we keep falling for the made up lies of robber media barons like the weird old phone hacking Aussie sheep lover in an age of social media We the people should be writing our own scripts because it s 2017
0,Everybody should just be designated as X and we will all share in each others property spouse etc Utopia is now
1,your support of Omar the bomb builder is disgusting and cowardly
1,You re right They are disgusting scum that need to be removed from this country
1,United is full of idiots The crew could EASILY have requested an air conditioning truck to be pulled up to the aircraft It s a fast and easy solution I worked the ramp at O Hare Field in Chicago during college back in the 1960s and very often was assigned air conditioning truck duties Simple and easy as pie What dunderheads
0,So if that is what the real leaders need then why aren t going to congress and telling them to do their jobs and officially declare war If congress doesn t deem this as needing military action well they control the purse strings they could defund it Problem solved Dan just wants to sit and around do nothing but complain like the rest of the republicans
0,the real story is the media has no ethics or morals media will print anything
1,What do you call a husband who bed hops before his former wife divorces him What do you call someone who brags that his bedroom is his private Vietnam and likes to smear American war hero s that were captured or killed in the line of combat Scumbag
0,Calling his remarks on illegal immigrants racist
1,They are not protesters they are criminals dressed in black with masks hiding their faces Frankly the police show too much tolerance to these thugs who come out strictly to loot and burn I m surprised Trudeau didn t wade into the crowd and give out hugs
0,If you think it was an inside job who then allowed these radicals to have flight training in the US Why weren t they vetted by the our government Who was in charge at the WH at this time Yes it was an inside job alright if you can honestly answer these questions
0,I can only imagine he has stock in one of the aluminum foil companies and his daughter the designer has created some lovely hats for all the real Americans
1,Yes there is and his name is Trump He has demonstrated that he is a white supremacist over and over again And that s just one of his disgusting traits
0,There are pictures online but if there s a recording I can t find it Recover Alaska said they were going to live tweet it but as you can see from their twitter account https twitter com RecoverAK that doesn t appear to have happened This News Miner story has some more details but not a ton http tinyurl com jb5s8jh Please post if you learn any more
1,That s a crock too
0,What s to be proud of
0,A successful business strives to make retain and expand net profit after taxes I have read a lot about the middle line tax increases that the Morneau Butts Trudeau plan will entail All business will seek to realign this cost increase as they can but what about top line revenue growth If cost of sales effectively increases due to taxation increases won t price increases follow Whether it be your lawyers fees the MDs with the OMA or the organic farmer down the street if they are incorporated won t they all try to raise their prices
1,Shoot Shovel Shut up Not my quote It was the sheriff s after I reported shooting a dog chasing deer
0,and how about the daughter in law held harmless based on gender
1,Yes Ryan and McConnell are content to let Trump distract the nation with his madness while they go about the business of cutting taxes for the rich depriving millions of people of health insurance by dismantling the ACA gutting the EPA and all the rest of their loathsome agenda
0,Clever smart maybe Charles Djou graduated with honors with Punahou and Penn State University this is the kind of Mayor we need now not a spoil Kirk Caldwell with built up stocks at Territoral Bank I would hide too Did you see his 5 or 6 figure new car he is driving around town now Kirk Caldwell must be nice I pay 8 loan on a 6 year old car at Bank of Hawaii
0,True but they still do not fly to Hilo and only to Kona as far as the Big Island If they flew to Hilo I would definitely go with them The state desperately needs some completion to Hawn Air who seems to be neglecting the local market and focusing on their international routes Right now Hawn Air is having their way with us all and most distressing no lube
0,Why is it that so many people think that running a government is like running a business and therefore success in one ensures success in the other The two are worlds apart as The Donald is discovering in the US Thank god O Leary is dropping out
0,Ok Denis mom You do that
0,Oh would you look at that Women who wear a veil speak their truth only to have it spat upon by those who think they know better When did feminism turn so vicious
0,LOL burning our tax dollar so they can legislate for the votes and protect the big money all in secrecy It s gonna be another 4 years guessing the Repubs and Trump aren t gonna make it past that of junk medical legislation Then the Dems will jump in and throw more fuel on the burning pile of dung And then the Repubs will do the same when it s their turn again and on and on and on
1,This guy is a waste of good oxygen
0,Well incomes are rising so rents will go up with that rise Simple economics really There is no such thing as free lunch
0,As the last vestiges of big agriculture leave the island due to a small but vocal group hostile to their presence here this problem can only get worse
1,Little Peter Kelly absolutely no courage of his convictions He is afraid to pass legislation to ensure Alaskans can bring guns into his office But its OK to surround our children with guns Huh Why is Peter Kelly so scared Isn t his hypocrisy stunning
1,The last one failed largely because of the fear of losing EU membership There is no such argument now and a lot of Scots must be seething after Cameron s ridiculous referendum and the Conservative Party s blind acceptance of the result
1,Dude YOU are the one wrapped up in ideology I m going on facts Apparently you didn t know Trump is worth close to TEN BILLION dollars And FYI a Billion is a thousand million So THAT IS ten millions of dollars Pull your head out Don t be a nit picker
1,If Trump is elected the only people that will succeed in his Fourth Reich are late night comedians Ladies and Gentleman The Groper in Chief and leader of the Grand Ole P ssy
1,Don t be so silly none of the twelve were elected
0,Of course there s no permanent housing everything is temporary including life The shipping container idea is OK as far as it goes but it needs to be modded Put the containers on a boat and send all of it to PR Live in a container and say aloha
0,Yeah little Justin will go down to the office take a few selfies and everything will be very 2016
1,Last time I checked American women are free to choose a partner who doesn t subscribe to such archaic notions You are saying women in America are too stupid to make a good decision about this and so the government must take on the role of parent and protect her from being empowered about this and also make sure someone else pays the entire bill
0,Tell me it is not true You mean babies do not come from cabbage plants You do not understand accept that there is a difference between individual integrity and institutional integrity Fine let s leave it at that
1,It could have been worse They could have held the trials in Washington DC and or NYC were there are Black juries
0,It s always a tough decision mouths to feed or left leaning newspaper to support
1,Here is one definition of stupid Having or showing a lack of ability or desire to learn and understand things
1,Once again our journalists pimping for the left This will be the tone for the next 8 years
1,Shinn is just another donkey on the Caldwell team
1,I find people that fly the confederate flag and the nazi flag to be far more disrespectful than someone kneeling during the national anthem I don t hear all these snowflake faux patriots pitching a fit about those traitor flags being flown in the USA
1,Jeff Sessions Donald Trump s Pick for the Top Law Enforcement Official in America Made False Statements to Congress Under Oath 3 Separate Times on Three Separate Dates Don Young Dan Sullivan and Lisa Murkowski all voted to confirm Sessions for the position Not one of them has said a word about Sessions lying under oath to their own institutions That right there shows more than anything else that all three have no respect for their own offices no respect for America s cherished ideals or institutions All three are nothing more than stooges to a fascist traitor
0,I find your words intriguing Give us a few instances of which you speak
0,I think you liberals are indeed racing around in circles with no clue of how to proceed Eventually a leader must move beyond all the liberal favorite personality nonsense Trump will IMHO do that Self styled liberals cannot So liberals will continue chasing their non existent tails in ever tightening circles until they explode
